# Chunk-averaged data for fix profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/mass v_disp v_vx v_vy v_vz v_s22 v_s11 v_s33 v_vo
100 50 17279.8
  18 0.35 342 1.86773 -0.0964203 -0.0295875 -1.99758 0.0441039 -23.1148 9.11304 8.00755 10.161
  19 0.37 372.2 1.99706 -0.0958033 -0.0450009 -1.999 -0.0388372 12.0359 -15.2639 11.4047 10.2683
  20 0.39 361.2 1.94789 -0.0956866 0.030746 -2.0062 0.0382262 10.6357 8.72483 13.8314 10.1303
  21 0.41 350 1.90501 -0.0960599 -0.0114975 -1.97522 0.0341853 -18.6254 17.389 27.4783 10.1517
  22 0.43 371.2 2.03752 -0.0967774 -0.0188143 -2.00547 -0.0136346 -21.0601 -19.5055 -7.80393 10.3858
  23 0.45 377 2.07865 -0.0961922 -0.0157764 -1.98022 0.0274258 11.0695 2.96439 19.3175 10.3998
  24 0.47 339.4 1.84841 -0.0954783 -0.0184825 -2.01638 -0.00096607 -36.3431 11.57 -3.59867 10.1351
  25 0.49 368.6 1.97839 -0.0951808 0.0269411 -2.02595 0.0635377 3.50903 0.263395 -5.96471 10.1737
  26 0.51 371.2 1.99206 -0.0964618 0.0215158 -2.02117 -0.0162302 20.3792 -14.2504 14.7346 10.176
  27 0.53 345.8 1.89231 -0.0973462 -0.0545334 -1.9952 0.0140379 -27.1825 16.4767 12.791 10.2072
  28 0.55 368.6 2.02572 -0.0959646 -0.0184439 -1.99023 -0.0175311 -28.6825 -21.9012 14.2525 10.3528
  29 0.57 380.4 2.09643 -0.0949606 0.0297262 -1.99097 -0.0164825 -8.1989 -4.23824 6.49009 10.3858
  30 0.59 344.4 1.8697 -0.0958879 0.0381979 -2.032 0.0604806 -41.9384 -7.28287 -8.6724 10.1546
  31 0.61 362.4 1.95523 -0.0964391 0.00495589 -2.08072 -0.070567 4.79038 -0.837759 18.8356 10.0853
  32 0.63 373 2.00813 -0.0970372 -0.0509743 -2.03854 0.0336056 13.0385 -32.0465 26.172 10.3816
  33 0.65 352 1.90951 -0.096396 0.00530063 -2.0012 -0.0557871 2.68444 24.2835 20.5342 10.1329
  34 0.67 358.2 1.9618 -0.0950134 0.032223 -1.98754 -0.0115279 -45.1916 -8.78342 -3.49217 10.2163
  35 0.69 383.4 2.09626 -0.0959927 0.018879 -1.98433 0.0594036 -9.78621 -28.2473 14.4811 10.3582
  36 0.71 352 1.91156 -0.0974969 -0.0407942 -2.01722 -0.0332796 -34.1279 9.37045 8.16772 10.172
  37 0.73 354.8 1.93999 -0.0961097 -0.0586701 -1.97294 0.00645482 2.63096 17.9438 22.8441 10.28
  38 0.75 380.2 2.03872 -0.0957189 0.00729833 -1.98576 -0.0216385 -5.49237 -36.0556 7.26268 10.2922
  39 0.77 353.2 1.92597 -0.095259 0.0438964 -1.95577 0.0296981 8.12308 12.7031 -2.56909 10.1025
  40 0.79 354.8 1.92112 -0.0955784 0.055738 -1.97541 0.00334885 -46.4749 0.527311 10.363 10.1306
  41 0.81 382.2 2.09188 -0.0972159 -0.0278583 -2.04663 -0.0453617 -17.5356 -32.9278 13.8019 10.4417
  42 0.83 355.4 1.94427 -0.0962756 -0.0650394 -1.9944 -0.0439965 -44.1062 -23.1703 0.158679 10.312
  43 0.85 352.8 1.9364 -0.0956138 -0.014702 -1.99237 0.00840872 2.96047 10.3033 13.6751 10.1471
  44 0.87 376 2.01459 -0.096299 0.0757017 -2.0354 0.0256443 1.38383 -28.5566 13.8087 10.2165
  45 0.89 364.2 1.97748 -0.0984103 0.0143693 -2.03835 -0.0393053 2.74276 -4.64847 10.9762 9.99925
  46 0.91 348.6 1.88187 -0.0992545 -0.0306784 -2.06019 0.0188764 -37.7175 23.3055 24.1346 10.0554
  47 0.93 381.4 2.09913 -0.100346 0.0276832 -2.06202 0.000460114 -10.9082 -11.5258 13.9234 10.1657
  48 0.95 380.8 2.10698 -0.0990216 -0.0511096 -2.02274 0.040505 1.47859 12.1413 17.0814 10.2847
  49 0.97 329 1.73618 -0.0977308 0.0302512 -2.13794 -0.00986142 -9.56289 10.3046 12.3916 10.8728
  50 0.99 149.8 0.835646 -0.0622508 -0.17443 -2.02985 0.0348066 46.2759 -11.7633 42.9333 24.4967
600 50 17280
  1 0.01 7 0.0291677 -0.267521 -0.495468 -0.50393 0.216758 -152.267 -48.3651 -27.0788 254.289
  2 0.03 132.8 0.767737 -0.169027 0.136328 -2.10303 -0.0886881 -5.15463 -27.2833 -39.3866 41.6851
  3 0.05 329 1.73981 -0.115859 0.00247783 -2.00399 0.0354403 -30.2097 4.48335 -21.0689 11.0756
  4 0.07 376 2.08341 -0.112111 -0.0483384 -1.92214 -0.0133426 4.85422 10.1728 25.166 10.4826
  5 0.09 369.2 2.02898 -0.109441 -0.0485208 -1.88516 -0.0610027 -36.9959 -0.530643 1.19883 9.97698
  6 0.11 358 1.95226 -0.110824 0.0414335 -1.91655 0.0657665 6.41653 20.1311 6.69489 9.90955
  7 0.13 372.4 2.01384 -0.114558 0.0194289 -1.98984 0.00970364 13.2065 5.20242 25.191 10.0977
  8 0.15 369.8 1.99105 -0.116028 -0.0373674 -1.9318 0.00340537 27.9665 2.1369 40.7843 10.2624
  9 0.17 341.8 1.87488 -0.115399 -0.00999363 -1.99826 -0.0193472 -13.128 10.506 -11.4805 10.1691
  10 0.19 371.6 2.05059 -0.114643 0.00318095 -2.02051 -0.0028734 -7.66292 0.831768 14.0167 10.3231
  11 0.21 377.8 2.08155 -0.116286 0.0685363 -1.95833 0.0236648 -6.171 -9.6868 7.86459 10.2746
  12 0.23 344.8 1.88018 -0.11747 0.013253 -2.00238 0.0225275 -29.0166 23.1438 34.1679 10.2197
  13 0.25 357.6 1.93578 -0.11712 -0.0509916 -1.979 -0.00785039 9.63367 -5.99283 5.23304 10.2219
  14 0.27 370 1.9932 -0.116125 0.0260961 -1.94923 0.0344383 7.36779 -21.682 12.8911 10.2125
  15 0.29 344 1.88269 -0.114472 0.0244427 -1.99739 0.0092614 1.60871 32.0995 15.6089 10.1881
  16 0.31 369.4 2.04072 -0.115921 0.0431897 -1.99869 -0.00836258 -31.7326 -11.5799 13.3039 10.1924
  17 0.33 380.8 2.10101 -0.117429 0.00999779 -2.01214 0.0102365 -18.4375 -24.5807 18.2724 10.4311
  18 0.35 336.8 1.84078 -0.115932 0.0186151 -1.96906 -0.0125628 -34.163 1.22346 -8.00989 10.2612
  19 0.37 363.6 1.96217 -0.11583 0.0170976 -2.01044 -0.0132645 3.31858 -24.0844 -21.3248 10.1318
  20 0.39 369.8 1.98791 -0.115179 0.0635647 -1.93296 0.0265127 19.459 -15.0706 35.827 10.249
  21 0.41 352.8 1.94065 -0.116389 0.0679404 -1.99273 0.00624006 6.16561 25.4428 32.4631 10.1773
  22 0.43 362.4 1.99488 -0.11678 0.017971 -2.01913 0.0076149 -23.4305 -7.34759 5.49554 10.1896
  23 0.45 377.8 2.08529 -0.116031 -0.00782822 -2.03004 0.0372869 0.333563 -17.7686 13.8047 10.5085
  24 0.47 341.2 1.84538 -0.115534 0.0308086 -1.99076 0.0122431 -43.7712 9.45592 -11.2471 10.1817
  25 0.49 362.8 1.98252 -0.115232 0.0552391 -1.99095 -0.00400153 12.7247 -1.8854 -5.36566 10.0871
  26 0.51 377.2 2.0315 -0.117206 -0.0273657 -2.00682 -0.0025824 9.2588 -18.794 23.6579 10.2638
  27 0.53 349.2 1.90819 -0.1173 0.0119867 -1.97826 -0.0245661 10.9512 23.7574 28.91 10.2381
  28 0.55 354.6 1.95207 -0.116189 -0.0427236 -2.01967 -0.00527869 -36.7267 -16.0625 -9.50158 10.2011
  29 0.57 383 2.09706 -0.11467 -0.0212637 -1.95263 0.000104136 2.44251 -6.88416 10.4501 10.4498
  30 0.59 347 1.89087 -0.115617 0.0453393 -1.97125 0.0114231 -17.7281 15.5284 17.7454 10.1354
  31 0.61 354.6 1.94832 -0.117199 0.0251954 -2.00963 -0.0164842 3.1623 3.24417 22.3144 10.0659
  32 0.63 377.6 2.0333 -0.117044 -0.0169787 -1.96363 0.00183739 12.2811 -26.7322 33.7478 10.437
  33 0.65 351.6 1.91988 -0.116158 -0.0309962 -1.94298 0.0204167 3.2122 4.92762 -19.2539 10.0749
  34 0.67 353.6 1.94174 -0.114335 -0.0131528 -1.93448 0.0206658 -54.21 6.55165 3.06103 10.236
  35 0.69 381.6 2.0819 -0.115633 0.0491025 -1.95597 0.0206179 22.3989 -5.86972 29.4823 10.3592
  36 0.71 352.6 1.91934 -0.117752 0.0199355 -1.98797 -0.00704536 -31.4228 -1.64235 12.386 10.1396
  37 0.73 353.8 1.95367 -0.115819 0.0153631 -2.00136 0.00648276 0.0949459 -10.0118 -6.67676 10.3259
  38 0.75 377.2 2.03277 -0.115859 -0.0638771 -2.07195 -0.0371042 1.45492 -21.6611 16.7855 10.2902
  39 0.77 352.2 1.92939 -0.115126 0.05441 -2.01274 0.0176798 8.73417 -9.51057 -5.09924 10.0926
  40 0.79 355 1.92731 -0.115735 0.0325125 -2.00852 0.0174835 -42.3033 -2.4712 5.42635 10.122
  41 0.81 379 2.07723 -0.117426 0.0330892 -1.96767 0.0117119 -9.34196 -12.5871 11.245 10.4478
  42 0.83 351.4 1.92999 -0.116173 -0.00694499 -1.98059 0.0103138 -25.7343 -5.94848 2.45001 10.2677
  43 0.85 355 1.95404 -0.115459 -0.0629464 -1.98141 -0.0215428 3.01042 -2.81129 10.1036 10.1901
  44 0.87 377.8 2.03196 -0.116163 0.0729093 -1.96166 0.0464968 12.555 -15.4916 23.1917 10.2265
  45 0.89 356.8 1.95909 -0.118724 0.0407315 -2.03135 0.00886761 17.4949 -5.03977 14.0911 9.93966
  46 0.91 352 1.90165 -0.120058 -0.0513932 -2.09316 0.0287785 -23.333 24.0866 32.9119 10.0663
  47 0.93 381.8 2.10523 -0.121035 0.0142286 -2.08529 -0.00129916 -6.07413 8.09605 23.7713 10.2207
  48 0.95 377.8 2.09418 -0.119379 0.0155879 -2.06666 0.0457395 -6.72057 15.5523 24.2848 10.2475
  49 0.97 334.6 1.76225 -0.118956 0.0348942 -2.09659 -0.106275 -25.9882 11.1313 -10.8824 10.8209
  50 0.99 153.8 0.87194 -0.0614415 0.154859 -1.94125 0.0652358 54.1793 5.01435 31.0431 23.3096
700 50 17280
  1 0.01 7.6 0.0330477 -0.356884 -0.776214 -1.10245 0.212921 -56.4789 -11.3574 40.4711 193.074
  2 0.03 175 0.996869 -0.188303 0.04926 -1.91643 -0.0380125 31.5421 13.862 -4.85863 33.7257
  3 0.05 333 1.77022 -0.135411 -0.035033 -2.0043 -0.0520797 -10.49 -5.10331 -6.45596 10.725
  4 0.07 361.8 2.00181 -0.131104 -0.0315379 -1.90717 -0.0123067 -8.12638 6.56016 21.6804 10.2836
  5 0.09 384.4 2.1247 -0.128138 0.00562412 -1.92931 -0.0198493 -14.8617 -7.60554 7.93654 10.1996
  6 0.11 361.4 1.96952 -0.130603 0.0801148 -1.84558 0.0694323 -6.84019 9.58687 -5.62034 9.9458
  7 0.13 353.2 1.9552 -0.134679 -0.0157202 -1.97495 -0.00435236 19.0256 27.3927 23.2464 9.98493
  8 0.15 375.4 2.01797 -0.135261 -0.0401404 -1.97736 0.0259276 2.39049 -37.4312 6.88819 10.3522
  9 0.17 353.2 1.93756 -0.136103 -0.0435865 -2.00579 0.0254808 10.9662 0.941912 4.28938 10.0698
  10 0.19 351 1.91962 -0.134144 0.00950302 -1.9596 0.0237667 -28.5768 12.9685 21.1021 10.2431
  11 0.21 381 2.09832 -0.135919 0.0297906 -1.97572 0.0352082 -10.8495 -29.3819 -16.4751 10.3325
  12 0.23 355.6 1.95439 -0.137737 -0.000450368 -2.03319 0.00362753 -26.3285 7.10277 15.7045 10.1899
  13 0.25 346.2 1.91502 -0.136651 -0.0556834 -2.01673 0.0437273 -15.5869 -5.28694 -25.6395 10.3131
  14 0.27 378.2 2.03778 -0.135463 -0.0329024 -2.03972 -0.0503681 5.75925 -28.9877 18.1683 10.2698
  15 0.29 349.6 1.91379 -0.134817 0.0171687 -1.9809 -0.042334 1.39355 -8.66947 5.72342 10.1088
  16 0.31 353.8 1.94456 -0.136177 0.0270665 -1.98308 0.0176226 -29.9005 0.97871 0.159429 10.1223
  17 0.33 376.8 2.0625 -0.137074 -0.0137399 -1.97908 0.00338005 27.3531 -8.57328 11.2725 10.4551
  18 0.35 349.4 1.92467 -0.136364 -0.0734918 -2.06831 0.0219064 -20.5119 14.9791 15.8285 10.2511
  19 0.37 355.2 1.9613 -0.135692 0.00825783 -2.00881 -0.0361169 1.02103 -12.0331 -3.11151 10.2051
  20 0.39 377.4 2.03265 -0.134896 0.0238011 -2.01548 0.0428892 17.0911 -22.2226 28.0057 10.2415
  21 0.41 350.6 1.92342 -0.136758 0.0170406 -1.97562 0.0254727 30.1527 25.6702 26.1687 10.0819
  22 0.43 349 1.90594 -0.137078 -0.042461 -2.00789 0.0651646 -16.7374 8.97331 -3.79187 10.2302
  23 0.45 379.2 2.09616 -0.136358 -0.0325304 -2.00929 -0.012004 -7.06611 -17.4587 4.85628 10.4937
  24 0.47 354 1.95482 -0.134893 -0.0279054 -1.98321 -0.0522878 -27.1103 8.46924 4.05161 10.2207
  25 0.49 351.6 1.92711 -0.135001 0.0831622 -1.97801 0.0379151 19.7354 23.026 19.0815 10.1028
  26 0.51 373 2.01931 -0.137089 0.00580698 -1.96419 0.0243532 4.91098 -27.7605 -0.76237 10.2612
  27 0.53 355 1.94729 -0.137487 -0.0526195 -2.00684 0.0536747 19.6274 -0.617553 -0.0654694 10.1533
  28 0.55 347.2 1.88694 -0.136037 -0.115032 -2.00174 0.028466 -13.2898 21.9214 9.42393 10.2433
  29 0.57 377.4 2.0867 -0.134181 0.0256402 -1.97094 -0.0467614 5.62641 -10.9637 10.3939 10.4652
  30 0.59 360.4 1.98211 -0.135732 0.0381252 -2.00224 0.00579048 -7.99683 18.9108 16.6832 10.1623
  31 0.61 349.8 1.9226 -0.137163 -0.0643997 -1.98323 -0.0139035 8.46198 13.4873 13.2652 10.1217
  32 0.63 369.2 1.99375 -0.136579 -0.0719716 -2.00276 0.0484238 22.6756 -33.0623 12.6745 10.3662
  33 0.65 352.8 1.93108 -0.136363 0.0339381 -2.0457 -0.0287817 5.37993 -13.4272 -23.5955 10.0784
  34 0.67 349 1.90207 -0.133943 0.0521184 -2.02005 -0.0318754 -28.1263 15.4794 11.5399 10.259
  35 0.69 384.8 2.131 -0.135654 0.0379588 -1.99572 0.0222065 23.6985 23.808 34.1042 10.3184
  36 0.71 353.2 1.93566 -0.137939 -0.0447381 -2.01285 -0.0121047 -5.50908 -4.41505 23.8658 10.2175
  37 0.73 350.4 1.94113 -0.135664 -0.0636612 -1.97433 0.0591253 -1.53186 -8.77657 -22.9351 10.2742
  38 0.75 370.8 1.9996 -0.136056 -0.00431523 -1.95498 0.0194058 20.4181 -14.7121 17.2608 10.2994
  39 0.77 357 1.96296 -0.135058 0.0314278 -1.96692 -0.0202444 31.7879 10.75 25.4545 10.101
  40 0.79 349.6 1.89433 -0.135604 0.0442238 -1.96384 0.0139902 -29.6463 16.9978 10.3353 10.1207
  41 0.81 379 2.09922 -0.137351 -0.0144683 -2.02877 0.0160734 -12.0634 -19.3402 -14.8131 10.438
  42 0.83 352.2 1.93907 -0.136614 -0.0738089 -2.05032 0.0388345 -12.9776 1.71986 8.4322 10.2886
  43 0.85 351.6 1.93772 -0.135021 0.00500322 -1.9592 -0.0453437 -17.0451 -17.3862 -20.3473 10.1699
  44 0.87 376.6 2.0312 -0.136267 0.0586219 -2.04467 0.0302608 18.6459 -18.5502 24.9042 10.2207
  45 0.89 361.2 1.98007 -0.1393 0.0343726 -2.05013 0.00890178 20.8723 7.93507 9.61227 9.93979
  46 0.91 347.6 1.89361 -0.140934 -0.0564016 -2.06038 0.0216825 -12.9096 20.1246 0.763888 10.0692
  47 0.93 380.6 2.1093 -0.142091 0.00404141 -2.12468 0.0488675 2.10521 9.5931 32.1434 10.2268
  48 0.95 374 2.07212 -0.140539 -0.00823016 -2.07866 0.0100469 -8.78582 17.6 37.6038 10.2196
  49 0.97 333 1.76914 -0.13892 -0.0250588 -2.05884 -0.00594403 -31.3725 -8.41305 8.82032 10.7775
  50 0.99 161 0.910432 -0.0655405 0.128055 -1.84952 0.0545896 12.9702 46.1641 57.4051 22.4833
800 50 17280
  1 0.01 9 0.0428695 -0.442292 -0.799031 -1.58163 0.0138398 180.547 39.6484 109.606 161.559
  2 0.03 210.2 1.17359 -0.205037 0.045709 -2.11409 0.132334 1.67658 -65.8905 -19.486 28.0484
  3 0.05 351.8 1.90009 -0.155286 0.00702023 -2.00375 -0.0122405 15.6055 -4.95831 -5.12251 10.5138
  4 0.07 344.4 1.88548 -0.149915 -0.0239821 -1.88121 -0.0055221 -36.6592 8.89069 13.8087 10.1793
  5 0.09 381.6 2.12182 -0.146409 -0.00203152 -1.88889 -0.0265649 10.5371 4.13104 5.34862 10.1654
  6 0.11 381 2.11173 -0.150241 0.0440106 -1.90348 0.0580865 -12.9298 -11.9269 12.1106 10.0554
  7 0.13 345.4 1.88838 -0.155127 0.0394736 -1.96151 -0.0544045 -9.37143 43.2222 22.4179 10.0848
  8 0.15 358 1.95547 -0.155235 -0.0178073 -2.02626 0.0232694 2.32667 -17.8567 -11.06 10.1999
  9 0.17 369.6 1.99734 -0.155783 -0.0164084 -2.00539 -0.0375336 11.5561 -26.2033 12.194 10.2184
  10 0.19 340.8 1.87988 -0.15401 0.0207594 -1.97579 -0.00926392 -19.3197 2.4998 -10.2884 10.1694
  11 0.21 369.8 2.05325 -0.156142 0.0397646 -2.00571 0.061672 -37.0024 -27.8343 -5.80879 10.191
  12 0.23 378.8 2.10531 -0.157567 -0.0131484 -2.01516 -0.0648693 -5.54469 -5.5352 7.91255 10.4334
  13 0.25 332 1.82853 -0.156969 0.00182816 -2.01945 0.0316846 -38.0684 -7.12619 -7.48252 10.2236
  14 0.27 366.6 1.98075 -0.155713 0.0135274 -1.98217 -0.0236717 24.4371 1.18669 3.90532 10.1978
  15 0.29 366.4 1.97596 -0.155171 0.0498201 -2.02771 0.0583916 11.7273 -33.8186 6.92001 10.201
  16 0.31 344.4 1.91362 -0.155947 0.0123234 -2.00194 0.0212519 -11.3808 5.35087 4.96419 10.1581
  17 0.33 366 2.02085 -0.157076 0.0215358 -2.02022 -0.00263503 -15.5419 -4.18312 9.59536 10.303
  18 0.35 377.8 2.09828 -0.155836 0.0370423 -1.97854 0.034592 -14.9524 0.963251 13.4945 10.434
  19 0.37 337.4 1.85786 -0.15624 -0.0263667 -1.95711 -0.046975 -25.0151 4.82026 -0.5715 10.1405
  20 0.39 366.6 1.98355 -0.15483 0.00600953 -1.97292 0.0641375 -2.88471 -31.0606 -5.91072 10.153
  21 0.41 369.8 1.99888 -0.156731 0.0138988 -1.99967 -0.011996 31.0892 -0.620008 22.3893 10.1557
  22 0.43 335 1.84793 -0.156967 -0.00513498 -1.98136 0.0373183 -9.3165 21.0033 14.8116 10.1669
  23 0.45 374.6 2.08058 -0.156633 -0.00625389 -2.02171 0.0300251 -27.0907 -18.8572 -16.9261 10.4422
  24 0.47 371.4 2.06317 -0.154336 -0.0115128 -1.99738 -0.0180059 -14.0549 1.39242 19.8214 10.3317
  25 0.49 339.8 1.86869 -0.15525 0.0427441 -2.05173 0.0886994 -22.4274 -0.753965 -8.6284 10.1457
  26 0.51 366.4 1.98201 -0.157334 0.022584 -2.01041 -0.065685 18.2918 -6.36589 2.77971 10.1346
  27 0.53 366.4 1.98327 -0.157783 0.0181796 -1.98723 0.0395063 16.862 -3.37127 -1.60676 10.2742
  28 0.55 336.8 1.84947 -0.156207 -0.0205176 -2.04588 -0.0243443 -26.3434 5.19319 -8.31544 10.1654
  29 0.57 376.4 2.09646 -0.153702 0.0105136 -1.98947 -0.00609346 -9.05884 -13.9812 3.56122 10.4054
  30 0.59 375 2.08375 -0.155693 0.0471508 -1.96616 0.065863 -10.6989 -6.4312 15.8576 10.2462
  31 0.61 340 1.87681 -0.157741 0.0441708 -2.03339 -0.104215 -20.619 7.88701 -4.40686 10.1666
  32 0.63 362.4 1.95097 -0.156728 -0.0159245 -2.01859 0.0621789 4.19257 -22.3052 -12.9301 10.2754
  33 0.65 360 1.94916 -0.156537 -0.0633366 -1.96786 -0.0712156 16.0121 -7.01751 13.1837 10.1443
  34 0.67 342.4 1.88729 -0.153953 0.0135448 -1.98685 -0.00763641 -21.183 18.0685 -1.06708 10.1773
  35 0.69 380 2.11315 -0.15589 -0.00709238 -1.99317 0.0522115 -1.28389 19.254 23.7571 10.3512
  36 0.71 370.8 2.06056 -0.157568 0.034963 -1.99867 0.0183186 -5.64055 -1.65069 15.5827 10.339
  37 0.73 334.2 1.83116 -0.156105 -0.0254259 -2.06291 -0.0309339 3.13725 25.7468 -12.3829 10.1596
  38 0.75 369.2 1.99779 -0.155521 -0.00271351 -1.98809 -0.0178712 11.7167 -23.2073 15.2314 10.2952
  39 0.77 363.2 1.97686 -0.155198 0.0666676 -2.04023 0.0563918 45.9396 26.1818 33.6431 10.0997
  40 0.79 343.2 1.88115 -0.155556 -0.000138369 -1.99215 0.0158551 -12.8138 20.0534 16.8393 10.1207
  41 0.81 376.4 2.08979 -0.157532 0.0434398 -1.99698 -0.0171827 -12.6327 -14.541 -9.39454 10.4103
  42 0.83 364.8 2.02842 -0.156535 -0.0301179 -2.01171 -0.00563115 -6.86171 8.85275 13.746 10.3974
  43 0.85 341 1.87276 -0.155117 -0.0495725 -1.97092 0.00536195 -7.78043 11.5847 -3.03454 10.1177
  44 0.87 373 2.02026 -0.156752 0.0678117 -2.02363 0.0392347 20.536 -26.1842 9.40499 10.1698
  45 0.89 368.8 2.00268 -0.159778 0.0237997 -2.03816 -0.0351634 -7.36771 -6.18134 -7.93537 9.9756
  46 0.91 342.4 1.87799 -0.161638 0.0148001 -2.04778 0.00758264 -22.3472 7.55094 -6.41215 10.0666
  47 0.93 377.6 2.09828 -0.163239 0.00890721 -2.07311 0.00817224 -7.6166 -7.12021 9.51167 10.1583
  48 0.95 379.8 2.11676 -0.160521 -0.00569578 -2.01476 0.0398984 -20.8925 -6.77678 1.75371 10.2932
  49 0.97 324.8 1.74024 -0.159754 0.0383332 -2.06469 0.00477659 -23.0313 -3.23023 -8.80245 10.7928
  50 0.99 156.8 0.877998 -0.0688599 0.0431634 -1.84623 -0.143504 47.9603 1.32093 11.709 23.2374
900 50 17280
  1 0.01 9 0.0429399 -0.48617 -0.622623 -0.444373 0.183087 -45.9543 17.3366 -80.2164 151.237
  2 0.03 229.6 1.28357 -0.226288 0.0137572 -1.91789 -0.0310803 -5.30372 3.53803 3.69909 26.1913
  3 0.05 354.4 1.91619 -0.174295 0.0112921 -1.96866 0.000512429 21.9655 2.69242 6.78243 10.6757
  4 0.07 350 1.92456 -0.168859 -0.0782244 -1.93073 -0.0310333 0.348169 10.093 6.98134 10.1133
  5 0.09 365.6 2.02608 -0.165229 0.0314122 -1.90171 -0.0582658 -2.19745 9.64573 17.0359 10.003
  6 0.11 389 2.15062 -0.169573 0.0461683 -1.92801 0.0462425 -11.2134 9.49593 5.47533 10.1314
  7 0.13 352.6 1.92766 -0.17505 -0.00595411 -1.98158 0.0158862 -35.185 -4.10721 16.512 10.0294
  8 0.15 348.8 1.93666 -0.175036 -0.0478036 -1.94842 0.0103268 12.3618 3.23416 -2.73174 10.2768
  9 0.17 376.4 2.04517 -0.175472 -0.0595734 -1.99041 -0.0243852 -3.14869 -39.0938 12.4701 10.2849
  10 0.19 347.8 1.91038 -0.174628 0.0397955 -1.98711 -0.0102823 -10.0708 -5.8518 3.13495 10.1096
  11 0.21 355.6 1.97553 -0.176118 0.025763 -2.00311 0.0329766 -42.7779 3.82508 6.31136 10.0949
  12 0.23 374.8 2.06429 -0.177836 0.0462111 -2.0314 0.0375626 -9.9589 -20.9595 20.8718 10.4852
  13 0.25 340.8 1.86616 -0.176798 -0.0842456 -2.01262 -0.00760973 -43.8673 3.79891 1.86769 10.2891
  14 0.27 357.4 1.9669 -0.175445 -0.0603375 -1.97279 -0.0275689 5.61092 -16.956 -9.59788 10.1092
  15 0.29 374.8 2.04308 -0.175466 0.0117166 -2.01059 0.00876577 6.93905 -29.2814 30.7182 10.3224
  16 0.31 347.4 1.91498 -0.176678 0.00214934 -2.04763 0.0264016 7.63972 13.5754 20.3315 10.0737
  17 0.33 357 1.97636 -0.176938 0.00307247 -2.01904 0.0125303 -27.4823 -0.0941492 19.0452 10.2273
  18 0.35 377.4 2.09104 -0.175749 -0.0736092 -2.03457 -0.028017 -6.12009 -7.62497 15.702 10.5336
  19 0.37 337.6 1.8535 -0.176 0.0306325 -1.93917 -0.047714 -29.9272 19.395 21.8261 10.1939
  20 0.39 361.2 1.9811 -0.17472 0.0864129 -1.99463 0.0560994 -3.32155 -18.0507 -6.96441 10.0643
  21 0.41 373 2.02113 -0.177095 -0.000153851 -2.02987 0.0193816 7.77611 -18.2196 6.11052 10.2237
  22 0.43 343.2 1.88768 -0.17685 -0.0238181 -1.98149 0.00817163 -13.7867 15.3245 21.6439 10.231
  23 0.45 362.2 2.01161 -0.176669 -0.0503008 -2.04548 0.0208644 -14.4073 -4.88659 2.66813 10.302
  24 0.47 375.6 2.09773 -0.174001 0.0170125 -1.9596 -0.0148651 -6.10021 -7.94818 13.3345 10.3721
  25 0.49 339.6 1.86074 -0.175883 0.0806043 -2.00052 0.0111624 -38.1151 13.6187 2.45481 10.1319
  26 0.51 362.2 1.97351 -0.177296 -0.00342435 -1.99313 0.0242383 29.5565 8.35006 24.3875 10.1167
  27 0.53 368 1.99338 -0.177684 -0.045559 -1.97566 -0.0129539 12.9329 -28.0592 2.93235 10.3345
  28 0.55 337.6 1.86299 -0.176621 -0.0584492 -2.03459 -0.0093454 -23.336 11.0637 1.94295 10.1701
  29 0.57 371.8 2.06611 -0.173249 0.00933214 -1.93839 -0.00591362 -28.4212 -33.2451 15.1376 10.3062
  30 0.59 378.6 2.10912 -0.175976 0.0142296 -2.04994 0.0156172 -23.2331 -19.502 5.47671 10.3005
  31 0.61 340.4 1.86724 -0.177592 -0.0087731 -1.95383 0.0232866 -31.3614 1.90232 -6.32452 10.1746
  32 0.63 359 1.95208 -0.176677 -0.0727769 -1.98388 0.0012448 2.38084 -13.4981 -1.03124 10.2724
  33 0.65 362 1.9604 -0.176028 -0.021547 -1.96035 -0.0336922 17.1266 -4.02229 19.4711 10.1778
  34 0.67 344.2 1.90176 -0.173761 0.0427831 -1.97135 0.0212935 -28.5251 18.4998 1.00443 10.2254
  35 0.69 372.4 2.06936 -0.176105 0.0554755 -2.03306 -0.00778199 -4.61049 7.26748 29.9272 10.2227
  36 0.71 374.2 2.084 -0.177444 0.0196809 -1.99134 0.0398052 -20.3806 -26.9844 -1.07669 10.4033
  37 0.73 334.2 1.84229 -0.176412 -0.0871022 -1.95203 0.0448146 -8.9322 32.6862 19.931 10.1919
  38 0.75 366.8 1.98273 -0.175775 -0.036821 -2.00564 -0.0610225 9.56541 -18.083 6.93858 10.2449
  39 0.77 364.2 1.97884 -0.174979 0.0304783 -1.95353 0.00594407 7.6542 -10.321 17.9331 10.1251
  40 0.79 342 1.88396 -0.175626 0.0201432 -1.98012 0.00248167 -26.6724 8.31882 3.26366 10.1295
  41 0.81 373.2 2.07351 -0.177666 0.0101933 -2.03747 0.0695851 -6.78989 -3.17708 23.2184 10.3989
  42 0.83 368.4 2.04658 -0.17657 -0.0558484 -1.98074 0.0261749 -7.01443 -0.29376 22.1917 10.381
  43 0.85 342.2 1.8911 -0.175006 -0.0534326 -1.94783 -0.0235677 -20.9693 4.59417 8.60632 10.1411
